공고ID,사업명,주관부처,분야,사업설명,주요키워드,공고링크,마감일,키워드리스트,source
R25BK00555684,(긴급)동우여자고등학교 고교학점제 공간조성공사,경기도교육청 동우여자고등학교,조달청 또는 나라장터 자체 공고건,(긴급)동우여자고등학교 고교학점제 공간조성공사,"긴급,동우여자고등학교,고교학점제,공간조성공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-13 10:00:00,"['긴급', '동우여자고등학교', '고교학점제', '공간조성공사']",bid_list_converted.csv
R25BK00556039,광양제철초 천장재 교체공사,전라남도광양교육청 광양제철초등학교,조달청 또는 나라장터 자체 공고건,광양제철초 천장재 교체공사,"광양제철초,천장재,교체공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-10 10:00:00,"['광양제철초', '천장재', '교체공사']",bid_list_converted.csv
R25BK00556045,구례여중 다목적강당 보수 전기공사,전라남도교육청 전라남도구례교육지원청,조달청 또는 나라장터 자체 공고건,구례여중 다목적강당 보수 전기공사,"구례여중,다목적강당,보수,전기공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-10 10:00:00,"['구례여중', '다목적강당', '보수', '전기공사']",bid_list_converted.csv
20241239760,예일학원 드라이비트 해소 공사,서울특별시교육청 예일여자고등학교,조달청 또는 나라장터 자체 공고건,예일학원 드라이비트 해소 공사,"예일학원,드라이비트,해소,공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-09 14:00:00,"['예일학원', '드라이비트', '해소', '공사']",bid_list_converted.csv
R25BK00555816,광주서석고등학교 교사동 외벽보수공사 제한입찰 공고,광주광역시교육청 광주서석고등학교,조달청 또는 나라장터 자체 공고건,광주서석고등학교 교사동 외벽보수공사 제한입찰 공고,"광주서석고등학교,교사동,외벽보수공사,제한입찰,공고",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-10 15:00:00,"['광주서석고등학교', '교사동', '외벽보수공사', '제한입찰', '공고']",bid_list_converted.csv
R25BK00554581,2025년 권선구 상반기 하수도 유지관리공사(2권역 및 권선구 관내),경기도 수원시 권선구,조달청 또는 나라장터 자체 공고건,2025년 권선구 상반기 하수도 유지관리공사(2권역 및 권선구 관내),"2025년,권선구,상반기,하수도,유지관리공사,2권역,관내",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-10 14:30:00,"['2025년', '권선구', '상반기', '하수도', '유지관리공사', '2권역', '관내']",bid_list_converted.csv
R25BK00555587,경북대학교 입학상담실 구축 및 입학전형실 환경개선공사(건축),경북대학교 입학처,조달청 또는 나라장터 자체 공고건,경북대학교 입학상담실 구축 및 입학전형실 환경개선공사(건축),"경북대학교,입학상담실,구축,입학전형실,환경개선공사,건축",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-14 10:00:00,"['경북대학교', '입학상담실', '구축', '입학전형실', '환경개선공사', '건축']",bid_list_converted.csv
R25BK00555574,광교쉼터 공중화장실 등 환경정비사업(전기),경기도 수원시 장안구,조달청 또는 나라장터 자체 공고건,광교쉼터 공중화장실 등 환경정비사업(전기),"광교쉼터,공중화장실,환경정비사업,전기",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-10 10:00:00,"['광교쉼터', '공중화장실', '환경정비사업', '전기']",bid_list_converted.csv
R25BK00555702,리라아트고 급식실 샌드위치패널 해소 공사 입찰 공고[재입찰],서울특별시교육청 리라아트고등학교,조달청 또는 나라장터 자체 공고건,리라아트고 급식실 샌드위치패널 해소 공사 입찰 공고[재입찰],"리라아트고,급식실,샌드위치패널,해소,공사,입찰,공고,재입찰",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-14 13:10:00,"['리라아트고', '급식실', '샌드위치패널', '해소', '공사', '입찰', '공고', '재입찰']",bid_list_converted.csv
R25BK00555982,금호 교대리 대구도시철도선 주변 차량한계틀 설치공사,경상북도 영천시,조달청 또는 나라장터 자체 공고건,금호 교대리 대구도시철도선 주변 차량한계틀 설치공사,"금호,교대리,대구도시철도선,주변,차량한계틀,설치공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-10 10:00:00,"['금호', '교대리', '대구도시철도선', '주변', '차량한계틀', '설치공사']",bid_list_converted.csv
R25BK00555956,2024년 도로 유지보수사업(신풍리 97-3번지 일원),강원특별자치도 화천군,조달청 또는 나라장터 자체 공고건,2024년 도로 유지보수사업(신풍리 97-3번지 일원),"2024년,도로,유지보수사업,신풍리,97,3번지,일원",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-10 16:00:00,"['2024년', '도로', '유지보수사업', '신풍리', '97', '3번지', '일원']",bid_list_converted.csv
R25BK00555751,삼천포수협 냉동공장 시설개선 공사,경남 삼천포수산업협동조합,조달청 또는 나라장터 자체 공고건,삼천포수협 냉동공장 시설개선 공사,"삼천포수협,냉동공장,시설개선,공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-13 15:00:00,"['삼천포수협', '냉동공장', '시설개선', '공사']",bid_list_converted.csv
R25BK00556093,구미역 청년거점공간 조성공사(소방),경상북도 구미시,조달청 또는 나라장터 자체 공고건,구미역 청년거점공간 조성공사(소방),"구미역,청년거점공간,조성공사,소방",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-10 10:00:00,"['구미역', '청년거점공간', '조성공사', '소방']",bid_list_converted.csv
R25BK00556235,목포정명여자중학교 김영순홀 내부 벽체 보수공사,전라남도목포교육청 목포정명여자중학교,조달청 또는 나라장터 자체 공고건,목포정명여자중학교 김영순홀 내부 벽체 보수공사,"목포정명여자중학교,김영순홀,내부,벽체,보수공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-10 15:00:00,"['목포정명여자중학교', '김영순홀', '내부', '벽체', '보수공사']",bid_list_converted.csv
R25BK00555756,2024-16호 성결대학교 XR센터 학생중심 연구시설 구축 공사,성결대학교,조달청 또는 나라장터 자체 공고건,2024-16호 성결대학교 XR센터 학생중심 연구시설 구축 공사,"2024,16호,성결대학교,XR센터,학생중심,연구시설,구축,공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-22 10:00:00,"['2024', '16호', '성결대학교', 'XR센터', '학생중심', '연구시설', '구축', '공사']",bid_list_converted.csv
R25BK00556164,강릉캠퍼스 첨단강의실 인테리어 전기공사,강릉원주대학교,조달청 또는 나라장터 자체 공고건,강릉캠퍼스 첨단강의실 인테리어 전기공사,"강릉캠퍼스,첨단강의실,인테리어,전기공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-09 10:00:00,"['강릉캠퍼스', '첨단강의실', '인테리어', '전기공사']",bid_list_converted.csv
R25BK00555515,2025년 가로보안등 단가유지보수공사(제2구역),충청북도 단양군,조달청 또는 나라장터 자체 공고건,2025년 가로보안등 단가유지보수공사(제2구역),"2025년,가로보안등,단가유지보수공사,제2구역",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-10 10:00:00,"['2025년', '가로보안등', '단가유지보수공사', '제2구역']",bid_list_converted.csv
R25BK00556218,광양제철초 조리실 환기설비 개선 기계설비공사,전라남도광양교육청 광양제철초등학교,조달청 또는 나라장터 자체 공고건,광양제철초 조리실 환기설비 개선 기계설비공사,"광양제철초,조리실,환기설비,개선,기계설비공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-10 10:00:00,"['광양제철초', '조리실', '환기설비', '개선', '기계설비공사']",bid_list_converted.csv
R25BK00555785,2025년 가로보안등 단가유지보수공사(제3구역),충청북도 단양군,조달청 또는 나라장터 자체 공고건,2025년 가로보안등 단가유지보수공사(제3구역),"2025년,가로보안등,단가유지보수공사,제3구역",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-10 10:00:00,"['2025년', '가로보안등', '단가유지보수공사', '제3구역']",bid_list_converted.csv
R25BK00555851,2025년 가로보안등 단가유지보수공사(제4구역),충청북도 단양군,조달청 또는 나라장터 자체 공고건,2025년 가로보안등 단가유지보수공사(제4구역),"2025년,가로보안등,단가유지보수공사,제4구역",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-10 10:00:00,"['2025년', '가로보안등', '단가유지보수공사', '제4구역']",bid_list_converted.csv
R25BK00556153,2025년 상수도 긴급 누수보수공사 연간단가계약 1권역,세종특별자치시 상하수도사업소,조달청 또는 나라장터 자체 공고건,2025년 상수도 긴급 누수보수공사 연간단가계약 1권역,"2025년,상수도,긴급,누수보수공사,연간단가계약,1권역",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-13 10:00:00,"['2025년', '상수도', '긴급', '누수보수공사', '연간단가계약', '1권역']",bid_list_converted.csv
R25BK00556121,대성여고 학교예술공간(음악실) 환경개선 공사 수의계약 안내 공고,광주광역시교육청 대성여자고등학교,조달청 또는 나라장터 자체 공고건,대성여고 학교예술공간(음악실) 환경개선 공사 수의계약 안내 공고,"대성여고,학교예술공간,음악실,환경개선,공사,수의계약,안내,공고",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-10 10:00:00,"['대성여고', '학교예술공간', '음악실', '환경개선', '공사', '수의계약', '안내', '공고']",bid_list_converted.csv
R25BK00556149,남해해성고등학교 고교학점제 대비 학교공간혁신사업 및 홈베이스 학습카페 전기공사 공고,경상남도교육청 남해해성고등학교,조달청 또는 나라장터 자체 공고건,남해해성고등학교 고교학점제 대비 학교공간혁신사업 및 홈베이스 학습카페 전기공사 공고,"남해해성고등학교,고교학점제,대비,학교공간혁신사업,홈베이스,학습카페,전기공사,공고",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-09 15:00:00,"['남해해성고등학교', '고교학점제', '대비', '학교공간혁신사업', '홈베이스', '학습카페', '전기공사', '공고']",bid_list_converted.csv
R25BK00555480,수의견적제출공고[시도2호선(현방리) 배수개선공사],경기도 이천시,조달청 또는 나라장터 자체 공고건,수의견적제출공고[시도2호선(현방리) 배수개선공사],"수의견적제출공고,시도2호선,현방리,배수개선공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-10 10:00:00,"['수의견적제출공고', '시도2호선', '현방리', '배수개선공사']",bid_list_converted.csv
R25BK00555585,수의견적제출공고[2025년 대중교통 시설물 정비공사(단가계약)],경기도 이천시,조달청 또는 나라장터 자체 공고건,수의견적제출공고[2025년 대중교통 시설물 정비공사(단가계약)],"수의견적제출공고,2025년,대중교통,시설물,정비공사,단가계약",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-10 10:00:00,"['수의견적제출공고', '2025년', '대중교통', '시설물', '정비공사', '단가계약']",bid_list_converted.csv
R25BK00556252,경북대학교 입학상담실 구축 및 입학전형실 환경개선공사(전기),경북대학교 입학처,조달청 또는 나라장터 자체 공고건,경북대학교 입학상담실 구축 및 입학전형실 환경개선공사(전기),"경북대학교,입학상담실,구축,입학전형실,환경개선공사,전기",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-13 10:00:00,"['경북대학교', '입학상담실', '구축', '입학전형실', '환경개선공사', '전기']",bid_list_converted.csv
R25BK00555911,서울금호초등학교 위클래스 설치 및 남관 옥상 난간 설치공사 소액수의 견적 공고,서울특별시성동교육청 서울금호초등학교,조달청 또는 나라장터 자체 공고건,서울금호초등학교 위클래스 설치 및 남관 옥상 난간 설치공사 소액수의 견적 공고,"서울금호초등학교,위클래스,설치,남관,옥상,난간,설치공사,소액수의,견적,공고",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-10 14:00:00,"['서울금호초등학교', '위클래스', '설치', '남관', '옥상', '난간', '설치공사', '소액수의', '견적', '공고']",bid_list_converted.csv
